TIMESTAMP,STATION,RELHUM2MAVG,VPDEFAVG,PRECIP,SRAVG,VWC10CM,WSPD2MAVG,TEMP2MMIN,TEMP2MMAX,SOILTMP10AVG
2020-01-21 00:00:00,Manhattan,62.75,0.12,0.0,137.74,0.39927,4.14,7.88,23.0,34.06
2020-01-22 00:00:00,Manhattan,67.75,0.17,0.0,113.83,0.29873,6.15,5.79,37.22,33.75
2020-01-23 00:00:00,Manhattan,96.83,0.02,5.08,19.27,0.32787,8.23,32.32,37.33,33.79
2020-01-24 00:00:00,Manhattan,99.4,0.0,,16.82,0.39095,7.99,28.67,36.48,33.9
2020-01-25 00:00:00,Manhattan,88.55,0.06,0.51,38.29,0.39861,8.28,23.4,31.96,34.02
2020-01-26 00:00:00,Manhattan,95.23,0.03,0.0,79.29,0.39969,2.04,20.35,36.72,34.12
2020-01-27 00:00:00,Manhattan,81.59,0.2,0.0,124.79,0.40174,1.92,26.96,54.99,34.22
2020-01-28 00:00:00,Manhattan,85.09,0.1,0.25,67.27,0.40558,5.41,27.19,37.94,34.31
2020-01-29 00:00:00,Manhattan,86.92,0.08,0.0,17.98,0.40786,5.26,28.92,32.83,34.49
2020-01-30 00:00:00,Manhattan,86.7,0.09,1.27,65.52,0.4106,2.01,27.7,36.84,35.09
2020-01-31 00:00:00,Manhattan,81.23,0.13,0.0,37.5,0.41219,4.34,32.09,39.06,35.97
2020-02-01 00:00:00,Manhattan,80.18,0.16,0.0,110.84,0.40822,5.3,25.25,45.12,36.22
2020-02-02 00:00:00,Manhattan,69.03,0.39,0.0,149.85,0.40575,4.9,23.79,57.24,36.36
2020-02-03 00:00:00,Manhattan,52.02,0.73,0.0,160.34,0.40647,3.8,36.48,69.17,38.37
2020-02-04 00:00:00,Manhattan,78.84,0.16,0.0,27.06,0.40421,8.68,31.12,45.55,37.86
2020-02-05 00:00:00,Manhattan,55.36,0.24,0.0,36.55,0.401,12.19,25.97,31.48,35.93
2020-02-06 00:00:00,Manhattan,68.7,0.15,0.0,33.24,0.39789,6.58,20.61,28.92,35.08
2020-02-07 00:00:00,Manhattan,71.06,0.19,0.0,165.24,0.39563,2.55,13.75,41.81,34.68
2020-02-08 00:00:00,Manhattan,67.09,0.2,0.0,115.29,0.39543,6.24,23.29,38.05,34.86
2020-02-09 00:00:00,Manhattan,65.15,0.28,0.0,169.62,0.39559,5.23,15.21,46.85,35.02
2020-02-10 00:00:00,Manhattan,65.4,0.26,0.0,115.64,0.39606,8.23,28.18,43.84,35.94
2020-02-11 00:00:00,Manhattan,61.76,0.28,0.0,144.08,0.39599,2.37,20.86,43.54,36.01
2020-02-12 00:00:00,Manhattan,53.77,0.35,0.0,136.85,0.39595,3.62,28.54,44.76,36.51
2020-02-13 00:00:00,Manhattan,81.57,0.1,7.37,36.21,0.39518,6.2,11.77,35.98,35.97
2020-02-14 00:00:00,Manhattan,57.07,0.1,0.0,185.02,0.3934,7.83,2.97,15.55,35.07
2020-02-15 00:00:00,Manhattan,59.03,0.14,0.0,117.03,0.39252,6.11,1.99,30.31,34.49
2020-02-16 00:00:00,Manhattan,64.62,0.31,0.25,167.38,0.39264,3.78,25.74,52.07,34.45
2020-02-17 00:00:00,Manhattan,75.76,0.26,0.0,158.59,0.39652,2.13,22.8,53.29,35.45
2020-02-18 00:00:00,Manhattan,71.19,0.34,0.0,113.4,0.40008,6.73,33.04,60.39,37.76
2020-02-19 00:00:00,Manhattan,60.14,0.28,0.0,181.2,0.39997,6.38,25.02,43.9,37.61
2020-02-20 00:00:00,Manhattan,70.97,0.19,0.0,89.09,0.39821,4.97,20.48,41.97,36.38
2020-02-21 00:00:00,Manhattan,59.04,0.18,0.0,199.67,0.39706,6.69,14.23,32.18,35.67
2020-02-22 00:00:00,Manhattan,59.02,0.3,0.0,201.43,0.3958,6.78,14.97,46.72,35.09
2020-02-23 00:00:00,Manhattan,53.45,0.47,0.0,137.81,0.39647,7.31,32.83,56.86,36.01
2020-02-24 00:00:00,Manhattan,64.62,0.44,0.0,75.64,0.39805,3.13,37.71,57.58,37.92
2020-02-25 00:00:00,Manhattan,77.36,0.21,11.43,65.48,0.41492,7.43,35.26,48.2,38.89
2020-02-26 00:00:00,Manhattan,65.67,0.25,0.0,63.85,0.41639,10.71,29.89,41.36,37.64
2020-02-27 00:00:00,Manhattan,53.3,0.29,0.0,211.24,0.41137,10.27,25.48,39.15,36.69
2020-02-28 00:00:00,Manhattan,71.04,0.22,0.76,130.03,0.40956,6.2,24.53,49.14,36.41
2020-02-29 00:00:00,Manhattan,65.17,0.4,0.25,207.19,0.40986,5.46,28.67,58.3,37.27
2020-03-01 00:00:00,Manhattan,48.88,0.88,0.0,209.02,0.40882,7.63,24.51,69.4,38.09
2020-03-02 00:00:00,Manhattan,43.72,0.82,0.0,162.41,0.40945,7.11,40.89,64.89,40.22
2020-03-03 00:00:00,Manhattan,57.84,0.41,0.0,179.77,0.40795,5.26,32.83,53.91,40.07
2020-03-04 00:00:00,Manhattan,44.1,0.75,0.0,219.31,0.40737,5.82,30.4,62.2,40.07
2020-03-05 00:00:00,Manhattan,42.26,0.79,0.0,182.33,0.40827,5.01,34.77,61.74,40.6
2020-03-06 00:00:00,Manhattan,35.69,0.77,0.0,227.96,0.40794,11.1,34.66,58.66,40.42
2020-03-07 00:00:00,Manhattan,43.87,0.63,0.0,221.88,0.40595,4.81,21.58,58.17,39.72
2020-03-08 00:00:00,Manhattan,26.02,1.21,0.0,206.34,0.40525,12.15,42.58,70.5,40.61
2020-03-09 00:00:00,Manhattan,52.15,0.8,11.43,193.75,0.40477,15.59,47.7,70.14,42.11
2020-03-10 00:00:00,Manhattan,94.93,0.04,26.92,23.27,0.42451,8.9,34.52,54.07,42.67
2020-03-11 00:00:00,Manhattan,87.44,0.12,0.0,102.0,0.4233,3.85,32.32,48.43,40.73
2020-03-12 00:00:00,Manhattan,74.49,0.45,0.0,222.95,0.42163,3.67,34.29,66.11,42.04
2020-03-13 00:00:00,Manhattan,64.79,0.5,0.0,172.38,0.42216,9.08,39.18,60.87,43.46
2020-03-14 00:00:00,Manhattan,59.27,0.35,4.32,59.59,0.41898,5.32,34.03,44.17,41.43
2020-03-15 00:00:00,Manhattan,91.75,0.06,3.56,45.19,0.42469,6.71,33.67,38.32,39.64
2020-03-16 00:00:00,Manhattan,81.06,0.13,0.0,43.01,0.42572,5.03,31.96,36.84,38.93
2020-03-17 00:00:00,Manhattan,94.64,0.05,4.57,62.67,0.42722,3.02,34.27,44.55,39.37
2020-03-18 00:00:00,Manhattan,83.8,0.17,0.0,79.28,0.42896,5.64,38.68,48.2,40.53
2020-03-19 00:00:00,Manhattan,85.96,0.25,0.25,107.27,0.42912,2.93,45.5,65.62,42.5
2020-03-20 00:00:00,Manhattan,73.95,0.65,2.54,188.26,0.42995,10.36,39.63,76.1,45.37
2020-03-21 00:00:00,Manhattan,56.1,0.28,0.0,258.44,0.42452,13.42,23.27,39.88,42.48
2020-03-22 00:00:00,Manhattan,55.05,0.38,0.0,232.43,0.42063,4.81,19.38,50.4,39.92
2020-03-23 00:00:00,Manhattan,94.59,0.04,10.41,31.9,0.42461,2.91,35.49,45.77,40.26
2020-03-24 00:00:00,Manhattan,86.88,0.19,0.25,209.14,0.43014,3.76,38.68,60.49,42.23
2020-03-25 00:00:00,Manhattan,89.24,0.14,0.0,94.69,0.42971,3.58,46.24,56.34,43.34
2020-03-26 00:00:00,Manhattan,74.98,0.63,0.0,214.72,0.42882,6.93,45.77,75.61,44.45
2020-03-27 00:00:00,Manhattan,87.78,0.17,0.0,43.57,0.4273,5.68,49.91,55.8,44.91
2020-03-28 00:00:00,Manhattan,97.2,0.04,0.0,43.52,0.42636,4.29,49.66,55.76,44.74
2020-03-29 00:00:00,Manhattan,73.71,0.39,0.0,166.58,0.42549,11.56,44.06,65.26,45.03
2020-03-30 00:00:00,Manhattan,47.65,0.87,0.0,270.73,0.42195,7.72,40.87,68.56,44.37
2020-03-31 00:00:00,Manhattan,52.41,0.89,0.0,209.38,0.41907,5.12,35.26,70.63,44.33
2020-04-01 00:00:00,Manhattan,59.84,0.73,0.0,239.0,0.41728,5.86,45.52,68.05,45.56
2020-04-02 00:00:00,Manhattan,49.69,1.06,0.0,242.35,0.41394,9.8,48.43,74.16,46.04
2020-04-03 00:00:00,Manhattan,66.75,0.55,0.0,54.21,0.40934,10.36,27.93,66.76,46.09
2020-04-04 00:00:00,Manhattan,75.31,0.16,0.76,204.36,0.40191,11.16,25.23,40.6,42.59
2020-04-05 00:00:00,Manhattan,65.69,0.29,0.0,191.65,0.39828,5.14,26.83,49.42,41.61
2020-04-06 00:00:00,Manhattan,71.33,0.39,0.0,181.12,0.39657,5.35,31.12,58.66,42.69
2020-04-07 00:00:00,Manhattan,69.74,0.67,0.0,132.36,0.39566,9.28,53.35,73.65,45.31
2020-04-08 00:00:00,Manhattan,60.82,1.24,0.0,268.72,0.39331,4.74,55.53,86.14,47.89
2020-04-09 00:00:00,Manhattan,45.14,1.39,0.0,274.67,0.38496,8.41,46.47,86.63,47.97
2020-04-10 00:00:00,Manhattan,37.38,0.78,0.0,255.55,0.37445,9.37,33.06,61.84,46.23
2020-04-11 00:00:00,Manhattan,38.88,0.71,0.0,204.91,0.36508,5.5,25.99,59.92,44.12
2020-04-12 00:00:00,Manhattan,45.31,1.28,0.0,279.69,0.35899,9.04,50.88,81.86,46.19
2020-04-13 00:00:00,Manhattan,80.87,0.18,1.52,33.19,0.35219,15.43,30.15,63.57,45.99
2020-04-14 00:00:00,Manhattan,43.45,0.44,0.0,279.85,0.34429,8.57,24.26,46.6,42.48
2020-04-15 00:00:00,Manhattan,31.26,0.66,0.0,272.36,0.3421,6.55,28.67,52.48,42.8
2020-04-16 00:00:00,Manhattan,39.59,0.66,0.0,286.52,0.33918,3.83,29.89,57.07,43.55
2020-04-17 00:00:00,Manhattan,73.52,0.24,8.38,48.17,0.33256,8.7,31.84,45.77,42.86
2020-04-18 00:00:00,Manhattan,70.85,0.27,2.79,240.06,0.33099,7.7,31.6,48.31,41.99
2020-04-19 00:00:00,Manhattan,52.36,0.75,0.0,282.47,0.33422,8.97,35.87,65.88,43.14
2020-04-20 00:00:00,Manhattan,57.28,0.73,1.27,246.65,0.33758,4.81,45.25,68.05,45.27
2020-04-21 00:00:00,Manhattan,55.51,0.87,2.29,275.79,0.33974,5.48,45.01,72.1,46.49
2020-04-22 00:00:00,Manhattan,42.62,1.16,0.0,296.27,0.34047,3.49,41.88,75.0,47.08
2020-04-23 00:00:00,Manhattan,73.5,0.46,1.52,52.91,0.34059,3.49,55.04,61.88,47.33
2020-04-24 00:00:00,Manhattan,61.84,1.04,0.0,287.6,0.34323,3.91,53.1,79.54,49.1
2020-04-25 00:00:00,Manhattan,86.75,0.22,28.45,53.3,0.37705,6.17,49.3,63.19,48.54
2020-04-26 00:00:00,Manhattan,73.39,0.5,0.76,270.58,0.42276,5.28,45.52,67.46,47.99
2020-04-27 00:00:00,Manhattan,59.8,0.89,0.0,245.38,0.41625,4.14,40.89,71.37,48.4
2020-04-28 00:00:00,Manhattan,54.7,1.11,0.76,294.5,0.41475,7.29,53.83,79.41,49.92
2020-04-29 00:00:00,Manhattan,66.29,0.7,0.76,136.45,0.41219,6.98,52.11,74.3,50.36
2020-04-30 00:00:00,Manhattan,52.46,0.83,0.0,273.69,0.4076,12.71,49.66,68.09,48.95
2020-05-01 00:00:00,Manhattan,49.25,1.13,0.0,316.33,0.405,3.33,45.28,75.97,49.67
2020-05-02 00:00:00,Manhattan,53.74,1.2,0.0,195.96,0.40199,4.5,57.96,80.76,50.67
2020-05-03 00:00:00,Manhattan,56.89,1.17,0.0,217.69,0.39726,7.43,54.32,79.77,51.03
2020-05-04 00:00:00,Manhattan,45.33,1.28,0.0,307.82,0.39034,4.94,55.92,76.84,51.72
2020-05-05 00:00:00,Manhattan,73.39,0.42,32.77,84.54,0.41265,5.64,51.13,60.04,50.02
2020-05-06 00:00:00,Manhattan,56.1,0.91,0.25,330.09,0.42389,8.5,47.21,71.37,49.66
2020-05-07 00:00:00,Manhattan,60.2,0.66,0.0,329.43,0.41791,4.83,43.56,65.16,49.85
2020-05-08 00:00:00,Manhattan,87.26,0.17,7.37,73.71,0.4133,3.47,40.15,58.12,48.5
2020-05-09 00:00:00,Manhattan,60.16,0.55,1.02,338.82,0.4226,8.23,38.44,59.65,48.08
2020-05-10 00:00:00,Manhattan,61.67,0.62,0.0,245.2,0.4166,4.94,33.57,64.04,47.88
2020-05-11 00:00:00,Manhattan,48.33,0.66,0.0,329.81,0.41256,7.74,36.97,60.62,47.89
2020-05-12 00:00:00,Manhattan,61.28,0.4,1.27,74.92,0.40819,1.95,38.44,48.69,46.75
2020-05-13 00:00:00,Manhattan,79.79,0.24,0.25,106.52,0.40619,4.05,41.38,54.19,46.19
2020-05-14 00:00:00,Manhattan,88.86,0.24,1.27,106.22,0.40588,6.55,47.46,71.64,47.12
2020-05-15 00:00:00,Manhattan,75.52,0.78,0.0,225.2,0.40772,5.28,62.83,82.71,50.65
2020-05-16 00:00:00,Manhattan,86.23,0.34,0.0,160.51,0.40517,4.0,58.95,73.54,51.4
2020-05-17 00:00:00,Manhattan,82.29,0.45,0.0,177.48,0.40263,2.59,59.92,75.13,51.99
2020-05-18 00:00:00,Manhattan,66.8,0.67,0.0,245.65,0.39771,9.01,54.07,70.88,51.56
2020-05-19 00:00:00,Manhattan,62.95,0.72,0.0,259.98,0.38991,6.98,50.16,72.32,51.09
2020-05-20 00:00:00,Manhattan,73.59,0.54,0.0,227.73,0.38239,2.8,47.23,70.38,50.93
2020-05-21 00:00:00,Manhattan,76.86,0.5,0.0,171.22,0.37236,3.94,50.16,69.91,51.22
2020-05-22 00:00:00,Manhattan,84.94,0.35,0.0,103.08,0.36649,4.21,55.54,71.62,51.34
2020-05-23 00:00:00,Manhattan,83.11,0.41,11.18,188.25,0.37188,6.42,58.69,76.23,52.36
2020-05-24 00:00:00,Manhattan,70.97,0.9,0.0,303.52,0.37035,5.26,60.4,84.43,53.8
2020-05-25 00:00:00,Manhattan,72.22,0.86,27.69,212.29,0.36829,5.79,61.36,82.09,55.13
2020-05-26 00:00:00,Manhattan,98.83,0.03,28.45,90.34,0.43311,3.89,60.62,68.95,53.84
2020-05-27 00:00:00,Manhattan,98.31,0.04,28.96,85.07,0.43673,5.41,58.95,66.51,52.78
2020-05-28 00:00:00,Manhattan,87.46,0.31,0.0,134.88,0.43746,2.46,57.96,71.62,52.84
2020-05-29 00:00:00,Manhattan,75.8,0.7,0.76,232.6,0.43757,4.76,61.88,80.15,53.94
2020-05-30 00:00:00,Manhattan,53.94,1.22,0.0,334.21,0.4352,2.89,54.81,79.41,54.55
2020-05-31 00:00:00,Manhattan,70.52,0.82,0.0,263.38,0.43219,4.18,54.81,78.8,54.85
2020-06-01 00:00:00,Manhattan,59.23,1.22,0.0,266.54,0.4301,6.76,60.91,82.83,54.96
2020-06-02 00:00:00,Manhattan,55.6,1.49,0.0,327.09,0.42985,9.51,66.87,87.37,55.62
2020-06-03 00:00:00,Manhattan,59.75,1.51,0.0,301.22,0.4294,8.32,68.7,91.27,56.62
2020-06-04 00:00:00,Manhattan,66.27,1.31,0.0,274.66,0.42852,4.76,67.06,91.78,58.16
2020-06-05 00:00:00,Manhattan,75.4,0.98,13.97,333.64,0.43913,4.52,63.32,89.69,58.95
2020-06-06 00:00:00,Manhattan,61.92,1.56,1.27,315.7,0.43692,4.07,68.94,93.72,60.01
2020-06-07 00:00:00,Manhattan,63.23,1.61,0.0,312.02,0.43414,5.26,70.16,94.33,60.52
2020-06-08 00:00:00,Manhattan,57.04,1.8,0.0,335.18,0.42899,8.3,75.78,92.75,60.55
2020-06-09 00:00:00,Manhattan,60.49,1.56,0.0,290.58,0.41961,6.58,71.87,90.43,60.14
2020-06-10 00:00:00,Manhattan,68.82,1.17,10.16,268.48,0.40666,6.58,60.13,91.53,59.88
2020-06-11 00:00:00,Manhattan,65.32,0.87,5.33,322.98,0.41665,11.05,54.07,76.71,57.27
2020-06-12 00:00:00,Manhattan,49.22,1.8,0.0,339.58,0.40828,4.76,55.06,90.3,57.19
2020-06-13 00:00:00,Manhattan,48.85,1.87,0.0,337.06,0.39938,2.75,63.81,90.79,58.82
2020-06-14 00:00:00,Manhattan,51.77,1.98,0.0,337.15,0.38136,5.75,61.88,93.11,59.28
2020-06-15 00:00:00,Manhattan,45.28,2.22,0.0,327.17,0.3569,8.39,70.65,93.0,59.25
2020-06-16 00:00:00,Manhattan,45.67,2.19,0.0,331.25,0.33329,7.9,71.64,92.39,59.45
2020-06-17 00:00:00,Manhattan,49.34,2.01,0.0,326.42,0.31406,6.67,71.38,92.01,59.72
2020-06-18 00:00:00,Manhattan,56.28,1.78,0.0,335.17,0.29993,8.7,71.76,92.75,60.05
2020-06-19 00:00:00,Manhattan,56.51,1.73,1.27,294.55,0.28945,9.1,71.08,91.78,60.17
2020-06-20 00:00:00,Manhattan,91.89,0.22,10.41,98.34,0.30338,2.57,65.28,74.3,58.95
2020-06-21 00:00:00,Manhattan,73.26,0.95,0.25,288.78,0.30776,2.95,63.32,85.05,59.13
2020-06-22 00:00:00,Manhattan,79.34,0.61,1.02,81.92,0.30032,3.76,65.89,79.54,58.49
2020-06-23 00:00:00,Manhattan,68.3,1.1,2.54,318.12,0.29593,5.01,62.6,86.76,58.36
2020-06-24 00:00:00,Manhattan,68.68,0.98,0.25,336.07,0.29003,4.38,60.91,83.08,58.26
2020-06-25 00:00:00,Manhattan,64.97,1.23,0.0,336.67,0.28453,2.35,57.74,85.89,58.43
2020-06-26 00:00:00,Manhattan,51.98,2.02,0.0,327.55,0.27845,7.56,65.28,94.46,59.02
2020-06-27 00:00:00,Manhattan,59.1,1.66,0.0,197.68,0.27253,6.53,74.07,94.59,59.19
2020-06-28 00:00:00,Manhattan,80.79,0.71,33.53,278.19,0.34633,4.61,64.29,86.88,59.24
2020-06-29 00:00:00,Manhattan,72.49,1.14,8.89,263.89,0.36647,8.55,71.4,91.17,59.81
2020-06-30 00:00:00,Manhattan,69.89,1.21,0.0,246.01,0.35588,8.79,74.91,90.91,59.8
2020-07-01 00:00:00,Manhattan,70.19,1.24,0.0,286.28,0.34564,7.9,76.03,91.89,60.16
2020-07-02 00:00:00,Manhattan,74.55,0.91,0.0,281.82,0.3412,4.9,70.39,86.14,60.58
2020-07-03 00:00:00,Manhattan,79.38,0.81,0.0,278.03,0.33755,3.83,72.84,88.21,60.69
2020-07-04 00:00:00,Manhattan,81.73,0.64,6.35,190.41,0.35776,3.56,67.21,86.02,60.3
2020-07-05 00:00:00,Manhattan,78.72,0.83,0.0,283.59,0.34746,3.27,70.41,87.85,60.65
2020-07-06 00:00:00,Manhattan,82.29,0.69,6.6,254.99,0.35296,2.82,71.64,88.83,61.07
2020-07-07 00:00:00,Manhattan,76.61,0.97,0.25,243.18,0.36663,1.97,69.44,88.83,61.36
2020-07-08 00:00:00,Manhattan,67.35,1.47,0.0,323.14,0.35031,2.84,68.7,92.88,61.8
2020-07-09 00:00:00,Manhattan,58.98,1.76,0.0,330.44,0.32792,6.02,72.63,93.72,61.9
2020-07-10 00:00:00,Manhattan,74.08,0.91,29.97,293.79,0.40373,6.02,63.77,86.27,60.45
2020-07-11 00:00:00,Manhattan,69.27,1.24,0.0,326.48,0.3891,3.51,67.73,89.33,61.01
2020-07-12 00:00:00,Manhattan,74.72,0.96,0.0,204.59,0.37175,3.8,70.9,90.91,61.04
2020-07-13 00:00:00,Manhattan,66.7,1.19,0.0,323.96,0.35073,3.58,62.87,87.85,60.43
2020-07-14 00:00:00,Manhattan,62.14,1.52,0.0,328.14,0.32926,5.68,66.15,90.55,60.31
2020-07-15 00:00:00,Manhattan,75.06,0.99,0.25,253.0,0.31152,3.4,72.12,91.4,60.83
2020-07-16 00:00:00,Manhattan,82.3,0.62,31.24,250.3,0.39516,4.14,67.24,84.43,60.53
2020-07-17 00:00:00,Manhattan,76.94,0.83,0.0,270.97,0.39333,3.2,68.95,86.63,60.76
2020-07-18 00:00:00,Manhattan,74.22,1.17,0.0,232.93,0.37514,4.83,71.38,93.0,60.93
2020-07-19 00:00:00,Manhattan,62.73,1.69,0.0,281.5,0.35174,7.94,78.46,95.81,61.18
2020-07-20 00:00:00,Manhattan,70.12,1.13,0.0,280.24,0.32722,3.33,72.72,88.72,61.34
2020-07-21 00:00:00,Manhattan,87.61,0.4,37.59,173.07,0.40502,4.21,66.87,82.35,59.98
2020-07-22 00:00:00,Manhattan,87.84,0.46,9.91,203.41,0.4346,2.26,68.22,85.89,59.64
2020-07-23 00:00:00,Manhattan,77.79,0.89,0.0,292.9,0.42953,2.35,66.76,87.73,60.06
2020-07-24 00:00:00,Manhattan,71.71,1.2,0.0,290.73,0.42361,3.83,70.9,90.79,60.76
2020-07-25 00:00:00,Manhattan,72.77,1.17,0.0,274.01,0.41649,4.59,71.64,91.4,60.92
2020-07-26 00:00:00,Manhattan,66.97,1.39,0.0,298.02,0.40728,5.73,73.94,91.53,60.96
2020-07-27 00:00:00,Manhattan,71.85,1.2,1.27,290.83,0.3934,5.95,71.87,93.11,60.93
2020-07-28 00:00:00,Manhattan,92.05,0.28,4.57,151.62,0.38243,2.24,71.38,81.99,60.37
2020-07-29 00:00:00,Manhattan,85.95,0.53,0.25,195.27,0.37832,2.82,69.21,86.5,60.02
2020-07-30 00:00:00,Manhattan,98.16,0.06,27.69,127.56,0.40269,2.8,71.33,81.86,59.84
2020-07-31 00:00:00,Manhattan,96.65,0.1,12.19,92.32,0.43265,5.48,69.19,79.41,59.13
2020-08-01 00:00:00,Manhattan,76.68,0.71,0.25,270.57,0.4362,5.03,65.77,82.22,58.32
2020-08-02 00:00:00,Manhattan,78.27,0.77,5.84,283.74,0.43229,2.42,62.85,84.79,58.13
2020-08-03 00:00:00,Manhattan,75.1,0.76,0.25,314.26,0.43784,5.44,63.84,80.76,57.85
2020-08-04 00:00:00,Manhattan,70.5,0.78,0.0,300.27,0.42815,2.73,57.51,77.45,57.06
2020-08-05 00:00:00,Manhattan,71.63,0.73,0.0,253.89,0.42069,2.04,52.61,74.52,56.1
2020-08-06 00:00:00,Manhattan,66.41,0.99,0.0,305.21,0.41351,4.0,57.51,82.09,56.08
2020-08-07 00:00:00,Manhattan,77.14,0.77,0.0,263.53,0.4047,4.43,64.54,85.89,56.91
2020-08-08 00:00:00,Manhattan,78.1,0.82,0.0,233.97,0.39291,6.51,71.38,86.99,57.73
2020-08-09 00:00:00,Manhattan,68.5,1.42,0.0,288.67,0.37375,6.96,75.52,95.2,58.5
2020-08-10 00:00:00,Manhattan,65.88,1.32,2.54,234.5,0.35276,6.38,71.89,89.69,58.66
2020-08-11 00:00:00,Manhattan,72.39,1.0,0.0,193.12,0.33939,3.98,75.29,86.27,58.67
2020-08-12 00:00:00,Manhattan,78.92,0.88,0.0,274.97,0.32708,3.69,71.87,90.79,58.93
2020-08-13 00:00:00,Manhattan,82.45,0.61,0.0,156.24,0.31485,3.83,68.47,85.89,58.62
2020-08-14 00:00:00,Manhattan,76.72,0.92,0.51,257.83,0.3061,3.38,69.19,88.95,58.49
2020-08-15 00:00:00,Manhattan,74.83,1.09,0.0,270.66,0.29549,3.67,67.73,92.25,58.76
2020-08-16 00:00:00,Manhattan,64.46,1.29,0.0,292.64,0.28617,4.27,64.29,89.2,58.91
2020-08-17 00:00:00,Manhattan,77.48,0.66,16.26,132.55,0.28865,3.09,62.87,81.37,57.39
2020-08-18 00:00:00,Manhattan,71.73,1.02,0.0,303.49,0.3401,3.89,61.88,86.88,57.05
2020-08-19 00:00:00,Manhattan,76.18,0.79,0.0,230.46,0.32017,1.45,60.17,83.57,56.78
2020-08-20 00:00:00,Manhattan,68.89,1.01,0.0,298.72,0.30539,2.71,57.99,83.32,56.46
2020-08-21 00:00:00,Manhattan,62.77,1.28,0.0,291.42,0.28921,3.36,60.91,87.37,56.46
2020-08-22 00:00:00,Manhattan,66.1,1.27,0.0,280.77,0.27667,3.74,62.13,89.08,56.73
2020-08-23 00:00:00,Manhattan,61.37,1.47,0.0,275.32,0.2689,4.12,66.38,91.4,57.13
2020-08-24 00:00:00,Manhattan,54.26,1.86,0.0,276.19,0.26271,4.14,68.7,94.82,57.44
2020-08-25 00:00:00,Manhattan,54.11,1.89,0.0,281.21,0.25724,4.54,69.93,94.1,57.76
2020-08-26 00:00:00,Manhattan,55.77,1.84,0.0,275.72,0.25209,4.07,64.29,94.82,57.83
2020-08-27 00:00:00,Manhattan,60.76,1.72,0.0,279.8,0.24745,5.01,65.41,94.59,57.79
2020-08-28 00:00:00,Manhattan,65.27,1.39,0.0,277.65,0.2441,4.03,67.98,93.61,58.29
2020-08-29 00:00:00,Manhattan,61.41,1.75,0.0,266.77,0.24098,2.95,70.41,97.68,58.69
2020-08-30 00:00:00,Manhattan,77.07,0.69,20.07,181.99,0.27836,3.71,61.52,80.38,57.83
2020-08-31 00:00:00,Manhattan,78.79,0.74,0.0,251.95,0.27384,3.67,57.76,85.53,56.73
2020-09-01 00:00:00,Manhattan,74.13,0.73,0.0,180.76,0.26603,5.95,64.29,78.8,56.88
2020-09-02 00:00:00,Manhattan,82.83,0.51,0.0,159.84,0.26095,3.11,66.02,82.47,56.64
